,State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,sex_ratio,literacy_rate
355,Punjab,Amritsar,31.548679820627772,74.79883856502238,49,PUNJAB,2490656,1318408,1172248,932981,751789,690939,12502,54344,1716935,876,3152,11908,279993,461231,29961,63864,275477,385476,660953,889.0,68.0
356,Punjab,Bathinda,30.190524611973352,75.05685898004438,46,PUNJAB,1388525,743197,645328,488261,356607,380569,16299,2474,984286,246,1266,3385,118427,255650,11284,32253,218159,137563,355722,868.0,61.0
357,Punjab,Faridkot,30.591187250996025,74.79751553784862,45,PUNJAB,617508,326671,290837,215767,165518,141363,3125,1227,469789,155,1109,740,62103,113549,4348,12276,99946,58917,158863,890.0,62.0
358,Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,PUNJAB,600163,320795,279368,238696,187337,152851,16808,1698,427521,48,178,1059,64037,113683,5138,14294,117559,57337,174896,871.0,71.0
359,Punjab,Firozpur,30.63407535211269,74.40245732394365,43,PUNJAB,2029074,1071637,957437,707070,520441,906408,6844,19358,1090815,454,1143,4052,141899,349662,10042,31070,348522,153868,502390,893.0,60.0
360,Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,PUNJAB,2298323,1212617,1085706,907660,727059,1074332,27667,176587,1002874,405,580,15878,244468,411216,14428,38445,420860,185488,606348,895.0,71.0
361,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,PUNJAB,1586625,809057,777568,637927,561772,1000743,23089,14968,538208,3476,2034,4107,201675,319930,13747,34328,422673,128592,551265,961.0,76.0
362,Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,PUNJAB,2193590,1145211,1048379,882581,739956,1394329,30233,26016,718363,11385,4011,9253,299449,446200,39082,79134,330339,377791,708130,915.0,74.0
363,Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,PUNJAB,815168,426311,388857,316254,260313,336124,10190,5445,453692,6662,553,2502,110555,161206,9732,23145,165433,95770,261203,912.0,71.0
364,Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,PUNJAB,3498739,1867816,1630923,1428348,1131877,1502403,77713,16517,1863408,2007,19620,17071,488757,703624,58589,123400,395032,641789,1036821,873.0,73.0
365,Punjab,Mansa,29.919547714285724,75.4304922857143,47,PUNJAB,769751,408732,361019,244037,179523,156539,10375,917,598443,123,1577,1777,39414,140099,2673,10085,145603,50786,196389,883.0,55.0
366,Punjab,Moga,30.756540067340065,75.1600845117845,42,PUNJAB,995746,525920,469826,348549,279340,158414,9388,3277,818921,178,436,5132,89445,183396,7897,21662,214295,74144,288439,893.0,63.0
367,Punjab,Muktsar,30.31243303303303,74.5518747747748,44,PUNJAB,901896,475622,426274,300401,224447,254920,4333,1681,638625,240,744,1353,76441,166585,4571,14077,149507,74650,224157,896.0,58.0
368,Punjab,Patiala,30.214540380693364,76.27505893949697,48,PUNJAB,1895686,1002522,893164,711052,555739,783306,40043,5683,1059944,245,1914,4551,209192,352929,24274,55105,299279,218090,517369,891.0,67.0
369,Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,PUNJAB,684627,357485,327142,278534,224197,304481,14492,2094,361045,118,653,1744,67749,129123,6600,17542,148162,60537,208699,915.0,73.0
370,Punjab,Sangrur,30.185045204336895,75.89437014178496,53,PUNJAB,1655169,878029,777140,570413,431664,389410,179116,2406,1077438,268,3222,3309,135280,305557,10736,30955,292156,156788,448944,885.0,61.0
371,Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,RAJASTHAN,2583052,1324085,1258967,926268,600405,2201663,314159,10605,6799,417,45614,3795,171799,393498,13499,41732,409335,274919,684254,951.0,59.0
372,Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,RAJASTHAN,3674179,1939026,1735153,1359829,822647,3039279,547335,2696,64532,4384,13221,2732,123478,485723,9750,45770,782294,212967,995261,895.0,59.0
373,Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,RAJASTHAN,1797485,907754,889731,513854,315489,1701234,48834,22250,427,138,22613,1989,34189,120603,2324,15062,390437,39407,429844,980.0,46.0
374,Rajasthan,Baran,24.98023243243244,76.86210651828291,128,RAJASTHAN,1222755,633945,588810,432607,260700,1133349,79984,1432,3066,84,2795,2045,32685,161310,1363,9491,249184,69804,318988,929.0,57.0
375,Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,RAJASTHAN,2603751,1369022,1234729,783461,404861,2244882,321192,1157,450,157,34010,1903,39580,126494,2766,37730,542825,55980,598805,902.0,46.0
376,Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,RAJASTHAN,2548462,1355726,1192736,943910,536959,2143046,371286,1576,23456,899,5758,2441,61113,288723,4179,26106,479437,129697,609134,880.0,58.0
377,Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,RAJASTHAN,2408523,1220736,1187787,777582,478544,2224839,142427,1978,1468,183,35149,2479,93768,373644,6207,24014,530015,145865,675880,973.0,52.0
378,Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,RAJASTHAN,2363937,1240801,1123136,782399,496402,2073356,235741,1901,20072,285,30850,1732,108812,220793,7607,29531,335754,196179,531933,905.0,54.0
379,Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,RAJASTHAN,1110906,577160,533746,371705,213339,1017688,66609,682,11059,144,13455,1269,33406,136969,1392,7705,239836,63452,303288,925.0,53.0
380,Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,RAJASTHAN,1544338,783171,761167,514851,306974,1413163,97855,1274,1515,252,25843,4436,59190,268172,4941,16560,366780,88873,455653,972.0,53.0
381,Rajasthan,Churu,28.29330375536484,74.65846427038629,102,RAJASTHAN,2039547,1051446,988101,696729,452540,1777879,249736,958,402,188,7104,3280,74197,231696,2577,15259,344897,148996,493893,940.0,56.0
382,Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,RAJASTHAN,1634409,857787,776622,596935,341116,1582335,45488,439,296,94,3737,2020,35600,195277,1719,14539,361084,59610,420694,905.0,57.0
383,Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,RAJASTHAN,1206516,653647,552869,435721,247377,1127520,72258,688,1356,92,2739,1863,24561,96086,1330,9504,214670,58626,273296,846.0,57.0
384,Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,RAJASTHAN,1388552,696532,692020,415820,265771,1340065,28662,830,240,226,16141,2388,26351,141275,1477,11742,322816,31547,354363,994.0,49.0
385,Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,RAJASTHAN,1969168,1043340,925828,710908,482435,1437144,50688,2077,474853,938,1988,1480,88543,283142,6295,24901,397697,164897,562594,887.0,61.0
386,Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,RAJASTHAN,1774692,931184,843508,624281,409855,1433067,118673,1542,216997,241,1935,2237,55515,243163,3360,16217,389059,108694,497753,906.0,58.0
387,Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,RAJASTHAN,6626178,3468507,3157671,2554793,1746172,5819980,687452,12708,18782,1020,81079,5157,570997,990085,76565,182350,754841,977838,1732679,910.0,65.0
388,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,RAJASTHAN,669919,361708,308211,210415,98238,497045,168129,874,1723,98,1521,529,12431,43141,754,7416,159117,30830,189947,852.0,46.0
389,Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,RAJASTHAN,1828730,936634,892096,543923,285659,1732852,78990,730,231,144,14640,1143,39745,161845,1585,12794,419216,48202,467418,952.0,45.0
390,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,RAJASTHAN,1411129,725143,685986,466815,272977,1299751,96164,842,819,46,12488,1019,38909,220428,1750,9403,298624,63763,362387,946.0,52.0
391,Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,RAJASTHAN,2137045,1095896,1041149,815834,554526,1905682,228178,1004,275,56,548,1302,131987,297559,4828,24178,500452,150357,650809,950.0,64.0
392,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,RAJASTHAN,3687165,1923928,1763237,1265753,765779,3224399,411558,6035,4123,514,36697,3839,197135,408808,19335,54808,584215,307442,891657,916.0,55.0
393,Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,RAJASTHAN,1458248,783639,674609,531904,273945,1370977,81553,602,297,70,3424,1325,28296,132079,1059,13045,305047,59308,364355,861.0,55.0
394,Rajasthan,Kota,25.175718080000014,76.18618928000001,127,RAJASTHAN,1951014,1021161,929853,765396,532949,1661307,243993,5665,11058,280,25742,2969,165563,339899,12843,36297,203454,311735,515189,911.0,67.0
395,Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,RAJASTHAN,3307743,1696325,1611418,1102750,655874,2833443,454487,1912,366,163,12940,4432,97267,347344,4449,35328,675712,166489,842201,950.0,53.0
396,Rajasthan,Pali,25.80490393541874,73.55285640766907,118,RAJASTHAN,2037573,1025422,1012151,667381,418312,1870543,143476,1345,1540,141,18974,1554,94821,326793,4043,19270,512909,139808,652717,987.0,53.0
397,Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,RAJASTHAN,1156597,581339,575258,383334,235805,1105676,33677,759,260,100,14966,1159,36073,193276,1989,9222,304622,61054,365676,990.0,54.0
398,Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,RAJASTHAN,1335551,704031,631520,486184,255564,1165505,155681,945,812,177,9991,2440,40116,140947,1887,14310,282057,71264,353321,897.0,56.0
399,Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,RAJASTHAN,2677333,1374990,1302343,995275,656842,2342076,327583,1122,356,177,4050,1969,131342,339457,5647,28382,527560,178274,705834,947.0,62.0
400,Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,RAJASTHAN,1036346,534231,502115,309900,166906,996562,30479,1284,572,114,6829,506,47182,134089,2146,10297,238535,69639,308174,940.0,46.0
401,Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,RAJASTHAN,1421326,728136,693190,478329,271330,1243527,153146,754,378,122,22458,941,32359,158264,1908,12482,298911,81755,380666,952.0,53.0
402,Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,RAJASTHAN,3068420,1566801,1501619,973444,609185,2869976,104307,7406,4278,209,78647,3597,128320,357846,14211,48517,665449,182769,848218,958.0,52.0
403,Sikkim,East,27.29600352941175,88.74908392156858,93,NCT OF DELHI,1709346,907500,801846,748382,604616,1410852,178807,15792,53027,2643,46927,1298,327253,352758,80037,127465,1086,461132,462218,884.0,79.0
404,Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,TAMIL NADU,754894,374703,380191,269582,211022,708397,7942,37403,104,88,65,895,39642,177502,1749,8371,223955,30322,254277,1015.0,64.0
405,Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,TAMIL NADU,4646732,2335844,2310888,1968079,1808197,3751322,439270,358662,2851,2804,51708,40115,910262,1096334,217368,355838,0,1314125,1314125,989.0,81.0
406,Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,TAMIL NADU,3458045,1729297,1728748,1394790,1241117,3044145,211035,190314,1112,435,3284,7720,675153,896325,63273,149920,284795,884957,1169752,1000.0,76.0
407,Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,TAMIL NADU,2605914,1311697,1294217,1000322,814959,2391675,123749,83334,401,236,1280,5239,244610,598412,15396,50938,497429,260780,758209,987.0,70.0
408,Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,TAMIL NADU,1506843,774303,732540,527599,390110,1452956,38304,14089,164,39,37,1254,104785,337972,3651,18927,396819,91107,487926,946.0,61.0
409,Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,TAMIL NADU,2159775,1080938,1078837,816180,665654,1879494,105012,169945,313,256,71,4684,209640,500057,9155,38677,443818,269724,713542,998.0,69.0
410,Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,TAMIL NADU,2251744,1129868,1121876,828300,664362,2115455,76098,55899,435,148,639,3070,371015,595211,18604,58861,411286,432398,843684,993.0,66.0
411,Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,TAMIL NADU,3998252,2012958,1985294,1611461,1401921,3537399,173785,256762,1620,990,4962,22734,622095,961161,100322,200738,438799,774705,1213504,986.0,75.0
412,Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,TAMIL NADU,1870374,926345,944029,780541,768197,909872,78590,876299,160,438,156,4859,199188,465692,15673,52943,104253,493788,598041,1019.0,83.0
413,Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,TAMIL NADU,1064493,528184,536309,401726,325318,993666,53292,16483,115,29,7,901,135831,264949,4915,17995,212241,152420,364661,1015.0,68.0
414,Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,TAMIL NADU,3038252,1526475,1511777,1223810,1049620,2760502,168881,97711,520,199,1532,8907,391821,754141,34097,95311,417718,592723,1010441,990.0,75.0
415,Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,TAMIL NADU,1616450,798127,818323,640916,572092,1435072,128617,47579,184,450,963,3585,143846,381940,5585,19692,399016,118724,517740,1025.0,75.0
416,Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,TAMIL NADU,1726601,869280,857321,653312,522819,1673652,32483,16909,183,108,84,3182,265276,441044,8960,31581,370357,257127,627484,986.0,68.0
417,Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,TAMIL NADU,565223,282157,283066,208011,167812,521658,32702,10301,83,39,38,402,49390,135751,1507,7745,155413,33179,188592,1003.0,66.0
418,Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,TAMIL NADU,1618345,803188,815157,608776,501769,1428784,114194,72850,119,81,32,2285,82967,354493,4494,18272,399712,104229,503941,1015.0,69.0
419,Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,TAMIL NADU,1353445,682658,670787,536487,442459,1047411,208038,91139,154,86,29,6588,100484,291400,5172,22379,290478,126761,417239,983.0,72.0
420,Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,TAMIL NADU,3482056,1781571,1700485,1285107,1000455,3326357,95487,53841,412,174,992,4793,448968,835377,20660,63867,572813,597539,1170352,954.0,66.0
421,Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,TAMIL NADU,1339101,668672,670429,526304,433440,1186078,74310,75481,150,80,109,2893,113822,314270,5773,24456,309224,143193,452417,1003.0,72.0
422,Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,TAMIL NADU,2405890,1182416,1223474,944264,846734,2075870,190814,133971,231,795,1256,2953,223044,555582,13495,42912,479070,274302,753372,1035.0,74.0
423,Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,TAMIL NADU,1245899,625683,620216,479403,390677,1148990,56751,37574,152,79,28,2325,147529,312310,4667,18830,189328,221295,410623,991.0,70.0
424,Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,TAMIL NADU,3728104,1876062,1852042,1495711,1296010,3325823,143093,233633,1422,951,3693,19489,621907,909400,75634,174279,387237,732196,1119433,987.0,75.0
425,Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,TAMIL NADU,1264277,626693,637584,503085,443386,1132785,96092,33192,258,151,279,1520,109580,303114,4416,15535,321331,86848,408179,1017.0,75.0
426,Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,TAMIL NADU,2464875,1235889,1228986,909803,717010,2294369,91636,66987,232,157,7898,3596,176242,549077,6445,27529,563102,147061,710163,994.0,66.0
427,Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,TAMIL NADU,3936331,1961688,1974643,1504355,1269573,3397857,414760,111390,676,438,3514,7696,417535,865913,20623,69912,653499,486801,1140300,1007.0,70.0
428,Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,TAMIL NADU,1942288,967709,974579,760375,638413,1822626,47838,67405,245,87,98,3989,235005,505950,10219,37357,363782,370942,734724,1007.0,72.0
429,Tripura,Dhalai,23.781360477941163,91.94654283088232,291,TRIPURA,378230,194544,183686,151643,124574,307120,8256,22940,175,39120,85,534,5532,46875,273,5067,89457,14071,103528,944.0,73.0
430,Tripura,North Tripura,24.121739755351683,92.17842538226292,292,TRIPURA,693947,352860,341087,275646,244756,507967,105737,44062,151,34717,307,1006,19631,81601,997,10310,150437,42184,192621,967.0,75.0
431,Tripura,South Tripura,23.211874098057383,91.6065807585568,290,TRIPURA,876001,447544,428457,351082,295728,736015,49258,39258,245,49420,106,1699,20246,133744,948,10393,219171,44906,264077,957.0,74.0
432,Tripura,West Tripura,23.780166241299337,91.41310788863107,289,TRIPURA,1725739,879428,846311,722998,638356,1512801,152791,53622,499,2128,362,3536,103228,314567,6394,36186,289621,217016,506637,962.0,79.0
433,Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,UTTAR PRADESH,4418797,2364953,2053844,1614594,1065916,3922718,411313,10076,12057,4049,21508,37076,251013,536402,27183,82012,496971,406852,903823,868.0,61.0
434,Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,UTTAR PRADESH,3673889,1951996,1721893,1283380,809187,2904140,729283,7635,5875,2582,2805,21569,153283,268120,13634,58336,582117,275942,858059,882.0,57.0
435,Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,UTTAR PRADESH,5954391,3131807,2822584,2199340,1466387,5102041,796756,13782,4377,4391,2247,30797,204357,391542,24122,85491,983266,265304,1248570,901.0,62.0
436,Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,UTTAR PRADESH,2397888,1212410,1185478,846676,640263,1985654,401678,2536,869,1817,235,5099,21512,99581,2509,27308,501559,65031,566590,978.0,62.0
437,Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,UTTAR PRADESH,1379545,740040,639505,546198,384638,1273546,101963,1004,371,332,228,2101,32687,65479,2404,14279,255836,58438,314274,864.0,67.0
438,Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,UTTAR PRADESH,4613913,2285004,2328909,1559414,1212503,3878626,718692,3810,719,5652,183,6231,49699,183381,6652,47324,891024,80434,971458,1019.0,60.0
439,Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,UTTAR PRADESH,1303048,700070,602978,489858,308112,917474,364583,1840,483,161,16139,2368,44732,119121,2989,19999,246055,69991,316046,861.0,61.0
440,Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,UTTAR PRADESH,3487731,1843884,1643847,878285,520083,2291892,1169330,6400,8212,2793,1177,7927,38940,85814,2681,35463,698520,61742,760262,892.0,40.0
441,Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,UTTAR PRADESH,3239774,1672902,1566872,1160960,802630,3004240,213440,4463,892,1595,233,14911,62157,119972,4672,42969,564927,64454,629381,937.0,61.0
442,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,UTTAR PRADESH,2148665,1114721,1033944,544943,323414,1333242,805975,3228,900,1866,198,3256,16229,57400,1551,15510,410070,35768,445838,928.0,40.0
443,Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,UTTAR PRADESH,1799410,965876,833534,630626,372311,1637549,157612,1367,231,168,916,1567,26907,73522,1655,18612,378056,67569,445625,863.0,56.0
444,Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,UTTAR PRADESH,3260699,1707073,1553626,1010518,681940,2505444,737106,4857,2090,1553,3016,6633,60554,108116,3159,26293,635840,79068,714908,910.0,52.0
445,Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,UTTAR PRADESH,4448359,2357665,2090694,1342697,849062,2830768,1536534,14822,28187,4371,931,32746,210687,272830,15164,56575,631613,362798,994411,887.0,49.0
446,Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,UTTAR PRADESH,2464464,1255272,1209192,819719,574064,2082976,364510,3493,900,9753,107,2725,37593,108101,3423,30244,513960,31065,545025,963.0,57.0
447,Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,UTTAR PRADESH,3682713,1921215,1761498,1241471,893922,2032081,1585210,6184,50624,1736,2134,4744,128042,268353,7303,37341,683875,224648,908523,917.0,58.0
448,Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,UTTAR PRADESH,3499171,1845260,1653911,1253314,778342,2707195,777407,4088,2765,669,1572,5475,124641,223922,7865,38225,658449,221628,880077,896.0,58.0
449,Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,UTTAR PRADESH,1952756,1017905,934851,699454,475152,1727869,215081,2153,1389,340,100,5824,32433,99602,3492,20762,344937,50822,395759,918.0,60.0
450,Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,UTTAR PRADESH,991730,527721,464009,330339,200733,955372,34559,693,63,101,285,657,11637,41046,827,9437,207237,23558,230795,879.0,54.0
451,Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,UTTAR PRADESH,3100946,1537436,1563510,1079288,795951,2730957,358539,3626,818,1182,209,5615,60348,150001,4469,36068,597778,67928,665706,1017.0,60.0
452,Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,UTTAR PRADESH,1774480,947339,827141,647042,408160,1611126,146346,2464,708,2887,5671,5278,37027,69591,2635,19712,334246,67752,401998,873.0,59.0
453,Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,UTTAR PRADESH,1581810,845856,735954,623583,438420,1457892,113961,1362,1045,1733,3917,1900,47520,113098,2964,21506,265643,85483,351126,870.0,67.0
454,Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,UTTAR PRADESH,2470996,1259628,1211368,838339,612562,2094271,365806,3225,1912,737,358,4687,58328,127754,4746,28625,510378,79288,589666,962.0,59.0
455,Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,UTTAR PRADESH,1885204,1006240,878964,654827,437850,1596278,276846,3137,3160,3161,487,2135,59209,88081,2624,18733,316647,94843,411490,874.0,58.0
456,Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,UTTAR PRADESH,2632733,1384722,1248011,911003,601163,2274674,350700,2201,402,172,199,4385,43492,75263,3385,33501,558807,77733,636540,901.0,57.0
457,Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,UTTAR PRADESH,2498156,1332046,1166110,912314,609492,2140745,314812,3370,1804,3395,19077,14953,100919,196080,5834,31797,349747,185621,535368,875.0,61.0
458,Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,UTTAR PRADESH,1648115,890214,757901,666065,456882,1394025,215500,7366,9261,895,4518,16550,193902,257586,53181,87188,170835,338935,509770,851.0,68.0
459,Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,UTTAR PRADESH,4681645,2488834,2192811,1811397,1311867,3414427,1186776,19026,23001,3487,16412,18516,501592,695130,78116,179552,355407,836316,1191723,881.0,67.0
460,Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,UTTAR PRADESH,3620268,1855075,1765193,1293553,903996,3233790,368153,4181,810,3145,213,9976,36798,105767,5309,50180,700173,61467,761640,952.0,61.0
461,Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,UTTAR PRADESH,3433919,1787146,1646773,1034181,645813,2739076,678615,4735,1893,649,338,8613,45517,104084,4313,31811,673578,52794,726372,921.0,49.0
462,Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,UTTAR PRADESH,4440895,2277777,2163118,1593890,1106438,4009037,403847,9662,2123,2848,460,12918,149727,296619,14597,65360,761958,189170,951128,950.0,61.0
463,Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,UTTAR PRADESH,4092845,2191442,1901403,1374587,847014,3508131,556219,5822,5688,6671,446,9868,60689,95508,3845,32065,786613,121064,907677,868.0,54.0
464,Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,UTTAR PRADESH,1689974,906092,783882,653430,421766,1509708,171581,1148,463,2875,256,3943,42616,104176,2217,18615,304856,91565,396421,865.0,64.0
465,Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,UTTAR PRADESH,4494204,2220465,2273739,1565394,1166283,3981502,483750,4947,1286,7898,349,14472,56508,181467,8002,52398,926088,80582,1006670,1024.0,61.0
466,Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,UTTAR PRADESH,1998603,1057436,941167,783705,520808,1823930,147842,7050,4951,1203,7328,6299,94342,183340,8517,40774,309592,195321,504913,890.0,65.0
467,Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,UTTAR PRADESH,1840221,963449,876772,600541,382569,1075440,750368,5952,5295,189,517,2460,55064,89329,2825,18303,335888,115486,451374,910.0,53.0
468,Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,UTTAR PRADESH,1656616,881776,774840,603596,413491,1375788,273967,1263,504,2033,606,2455,32510,61491,2488,18082,299785,65985,365770,879.0,61.0
469,Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,UTTAR PRADESH,1796184,963255,832929,692964,477279,1612968,176327,1300,478,819,155,4137,23831,49753,2682,25354,363933,41323,405256,865.0,65.0
470,Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,UTTAR PRADESH,1599596,838485,761111,507279,306145,1372381,220423,2225,522,687,545,2813,22034,43753,1503,15029,349856,30764,380620,908.0,51.0
471,Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,UTTAR PRADESH,3564544,1818055,1746489,1183722,771098,2928462,620244,5006,767,4619,383,5063,29304,127331,3486,35931,742324,42775,785099,961.0,55.0
472,Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,UTTAR PRADESH,1221592,641011,580581,397586,243605,1163804,33724,1351,1034,69,20390,1220,20720,77082,1079,9906,258013,43819,301832,906.0,52.0
473,Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,UTTAR PRADESH,4589838,2394476,2195362,1742440,1384820,3537787,985070,20493,23883,3877,4975,13753,469747,582769,68506,152257,344155,717566,1061721,917.0,68.0
474,Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,UTTAR PRADESH,875958,466358,409600,302283,185823,815142,57454,965,389,94,234,1680,12874,42936,1316,11298,198298,48525,246823,878.0,56.0
475,Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,UTTAR PRADESH,1868529,993377,875152,712110,491775,1746649,100723,1729,475,8814,4161,5978,43074,79022,2642,24451,338475,72783,411258,881.0,64.0
476,Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,UTTAR PRADESH,2547184,1367125,1180059,943346,564400,2310776,216933,3179,2872,883,2056,10485,107867,281239,8726,37596,407488,177802,585290,863.0,59.0
477,Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,UTTAR PRADESH,2205968,1114709,1091259,773082,589962,1769937,428555,2109,340,564,155,4308,40087,149908,2656,26716,352207,99321,451528,979.0,62.0
478,Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,UTTAR PRADESH,3443689,1825743,1617946,1254520,886968,2183255,1185643,10582,24912,1855,18544,18898,236071,425624,23717,69473,381520,422303,803823,886.0,62.0
479,Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,UTTAR PRADESH,2496970,1312302,1184668,865837,562846,2292534,195765,2373,1133,341,701,4123,43500,145997,4447,24518,465152,77963,543115,903.0,57.0
